OrderNumber,Month,DayNite,SalesPerson,ProductID,ShoeBrand,ShoeStyle,ShoeColor,ShoeGender,Price,StoreCity,CustGender,CustAge,OnSale,discount,AgeGP,Cost
MEM204,January,AM,Karen,411863,Reebok,Dual Rush Z,White,W,69.95,MEMPHIS,F,29,N,0,26-35,53.2
MEM205,January,PM,Karen,411863,Reebok,Dual Rush Z,White,W,69.95,MEMPHIS,F,61,N,0,Over 55,62.3
MEM206,January,PM,Karen,200168,Nike,Nike Zoom Speed Trainer,Black,W,90,MEMPHIS,F,39,N,0,36-45,25.64
MEM207,January,PM,Karen,409279,Saucony,PowerGrid Omni,Black/Red/Aqua,W,109.99,MEMPHIS,F,24,N,0,18-25,119.08
MEM208,January,PM,Gary,200289,Nike,Nike Free Trainer 3.0 V3,Aqua/Black/White,M,110,MEMPHIS,M,33,N,0,26-35,38.83
MEM209,January,AM,Karen,409279,Saucony,PowerGrid Omni,Black/Red/Aqua,W,109.99,MEMPHIS,F,34,N,0,26-35,53.86
MEM210,January,AM,Karen,409279,Saucony,PowerGrid Omni,Black/Red/Aqua,W,109.99,MEMPHIS,F,41,N,0,36-45,40.59
MEM211,January,AM,Kevin,445173,Reebok,Smoothflex Flyer,White,W,69.95,MEMPHIS,F,60,N,0,Over 55,51.93
MEM212,January,AM,Bob,200262,Nike,Nike Free Trainer 5.0 V6,White/Grey,M,110,MEMPHIS,M,38,N,0,36-45,125.53
GER213,January,AM,Mandeep,200221,Nike,Nike Free 4.0 iD,Blue,M,140,GERMANTOWN,M,25,N,0,18-25,64.09
GER214,January,AM,Karen,200125,Nike,Nike Flyknit Lunar,Grey/Aqua,W,109.99,GERMANTOWN,F,27,N,0,26-35,69.4
MEM215,January,AM,Karen,200276,Nike,Nike Zoom Field General,Black/Grey,M,104.97,MEMPHIS,M,35,N,0,26-35,33.77
GER216,January,AM,Karen,382123,ASICS,GEL-Exalt? 2 Lite-Show,Purple/Pink,W,79.99,GERMANTOWN,F,52,N,0,45-55,16.66
MEM217,January,PM,Mandeep,382013,Nike,Air Jordan,Black,M,159.99,MEMPHIS,M,61,N,0,Over 55,59.59
GER218,January,PM,Karen,385614,Saucony,Ignition,Aqua/Black/White,W,46.97,GERMANTOWN,F,66,N,0,Over 55,48.73
MEM219,January,PM,Gary,407792,ASICS,33-DFA?,Black/Grey,M,89.95,MEMPHIS,M,17,N,0,18-25,90.91
GER220,January,PM,Ashley,363954,Nike,Air Jordan,Blue/White,W,159.99,GERMANTOWN,F,41,N,0,36-45,34.28
MEM221,January,PM,Karen,200170,Nike,Kobe X iD,Black,W,155,MEMPHIS,F,21,N,0,18-25,34.17
MEM222,January,PM,Mandeep,409288,Saucony,Endorphin,White/Grey,W,59.95,MEMPHIS,F,27,N,0,26-35,28.03
MEM223,January,PM,Karen,364815,Saucony,Fastwitch 6,White/Black,W,63.97,MEMPHIS,F,26,N,0,26-35,38.85
MEM224,January,PM,Karen,364815,Saucony,Fastwitch 6,White/Black,W,63.97,MEMPHIS,F,64,N,0,Over 55,46.97
MEM225,January,PM,Gary,200223,Nike,Air Jordan 2,Black,M,89.97,MEMPHIS,M,43,N,0,36-45,81.89
MEM226,January,AM,Bob,200284,Nike,Nike Shox,White/Grey,M,99.97,MEMPHIS,M,40,N,0,36-45,48.56
COR227,January,PM,Karen,409230,Saucony,Saucony Triumph,White,W,88.89,CORDOVA,F,41,Y,0.47,36-45,39.71
COR228,January,PM,Mandeep,385549,Saucony,Cortana,Green/Blue,W,78.97,CORDOVA,F,55,Y,0.11,45-55,38.11
MEM229,January,PM,Gary,382119,ASICS,GEL-Cumulus? 16 Lite-Show?,Black/Grey,M,99.97,MEMPHIS,M,40,N,0,36-45,49.27
GER230,January,PM,Ashley,363884,Nike,Air Jordan,White,W,159.99,GERMANTOWN,F,21,N,0,18-25,102.37
GER231,January,PM,Mandeep,363813,ASICS,GEL-Kinsei? 5,Red/Black,M,139.99,GERMANTOWN,M,26,Y,0.43,26-35,36.3
MEM232,January,PM,Mandeep,200241,Nike,Nike Lunar Eclipse,Blue,M,135,MEMPHIS,M,16,Y,0.33,18-25,75.21
GER233,January,PM,Gary,200285,Nike,Nike Shox,Black/Grey,M,99.97,GERMANTOWN,M,12,Y,0.15,18-25,80.81
MEM234,January,AM,Mandeep,200187,Nike,Nike Flyknit Lunar,Grey/Aqua,W,109.99,MEMPHIS,F,51,Y,0.49,45-55,84.28
MEM235,January,PM,Karen,200180,Nike,Nike Dunk Sky Hi Essential,Black,W,120,MEMPHIS,F,14,N,0,18-25,111.54
COR236,January,PM,Gary,200243,Nike,Nike Lunar TR1 LE,Black/Orange,M,94.97,CORDOVA,M,43,Y,0.37,36-45,90.11
COR237,January,PM,Mandeep,200202,Nike,Nike Flyknit Lunar,Grey/Orange,W,109.99,CORDOVA,F,32,Y,0.17,26-35,41.94
GER238,January,PM,Mandeep,382128,ASICS,GEL-Super J33?,White,M,94.95,GERMANTOWN,M,44,Y,0.36,36-45,87.13
MEM239,January,PM,Gary,200259,Nike,Nike Free 4.0 Flyknit,Black,M,109.99,MEMPHIS,M,17,N,0,18-25,82.52
GER240,January,AM,Mandeep,200280,Nike,Nike Free 4.0 Flyknit,Blue,M,109.99,GERMANTOWN,M,13,Y,0.33,18-25,50.76
MEM241,January,AM,Mandeep,200186,Nike,Nike Flyknit Lunar,Grey/Pink,W,109.99,MEMPHIS,F,28,Y,0.3,26-35,107.92
MEM242,January,AM,Mandeep,445174,Nike,Air Jordan,Black/White,M,159.99,MEMPHIS,M,38,Y,0.11,36-45,125.41
MEM243,January,AM,Mandeep,392568,ASICS,GEL-Cumulus? 16 G-TX?,White/Grey,M,134.95,MEMPHIS,M,27,Y,0.28,26-35,74.64
MEM244,January,PM,Bob,200263,Nike,Nike Lunar Trainer 1,White/Orange,M,89.97,MEMPHIS,M,15,N,0,18-25,32.14
MEM245,January,PM,Mandeep,200257,Nike,Nike Air Zoom Streak 5,Blue/Black,M,100,MEMPHIS,M,16,Y,0.5,18-25,54.53
GER246,January,PM,Gary,392573,Nike,Air Jordan,Green/Blue,W,159.99,GERMANTOWN,F,22,N,0,18-25,106.53
MEM247,January,PM,Ashley,407702,Nike,Air Jordan,Green/Pink,W,159.99,MEMPHIS,F,45,N,0,36-45,60.91
MEM248,January,PM,Mandeep,200249,Nike,Nike Flyknit Lunar,Blue/Blue,M,109.99,MEMPHIS,M,22,Y,0.28,18-25,91.63
GER249,January,AM,Kevin,200295,Nike,Air Jordan 2,Black/Red/Aqua,M,174.99,GERMANTOWN,M,22,Y,0.19,18-25,172.17
MEM250,January,PM,Mandeep,388255,Nike,Air Jordan 2,Grey/Pink,M,174.99,MEMPHIS,M,15,Y,0.42,18-25,71.86
COR251,January,PM,Mandeep,409279,Brooks,Glycerin,Black/Red/Aqua,W,119.99,CORDOVA,F,19,Y,0.14,18-25,77.62
BAR252,January,PM,Karen,409242,Brooks,Glycerin,Grey/White/Green,W,119.99,BARTLETT,F,54,Y,0.29,45-55,108.4
GER253,January,PM,Karen,200188,Nike,Nike Free 4.0 Flyknit,Black,W,109.99,GERMANTOWN,F,40,N,0,36-45,30.77
GER254,January,PM,Gary,200269,Nike,Nike Free 3.0 Flyknit,Black,M,109.99,GERMANTOWN,M,33,N,0,26-35,76.22
MEM255,January,AM,Mandeep,382010,Nike,Air Jordan 2,White,M,174.99,MEMPHIS,M,56,Y,0.42,Over 55,116.27
MEM256,January,AM,Karen,385563,Brooks,Glycerin,Red,W,119.99,MEMPHIS,F,35,Y,0.37,26-35,83.54
BAR257,January,PM,Mandeep,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,W,100,BARTLETT,F,37,Y,0.14,36-45,67.16
MEM258,January,PM,Karen,409239,Brooks,Glycerin,White,W,119.99,MEMPHIS,F,29,Y,0.33,26-35,94.58
GER259,January,PM,Kevin,200248,Nike,Nike Zoom Speed Trainer,Yellow/White,M,90,GERMANTOWN,M,16,N,0,18-25,57.31
MEM260,January,PM,Karen,385564,Brooks,Glycerin,Grey/Green,W,119.99,MEMPHIS,F,23,Y,0.12,18-25,136.57
MEM261,January,PM,Gary,287536,ASICS,GEL-Cumulus? 16 BR?,Black/Red,M,109.95,MEMPHIS,M,36,N,0,36-45,79.66
MEM262,January,PM,Ashley,363957,Nike,Air Jordan 2,Grey/Aqua,W,174.99,MEMPHIS,F,26,N,0,26-35,78.65
MEM263,January,PM,Mandeep,363780,ASICS,GEL-Noosafast?,Red,M,99.95,MEMPHIS,M,41,Y,0.39,36-45,91.66
MEM264,January,PM,Karen,385489,Brooks,Glycerin,White/Black,W,119.99,MEMPHIS,F,29,Y,0.18,26-35,31.94
GER265,January,PM,Gary,200270,Nike,Nike Free 3.0 Flyknit,Black,M,109.99,GERMANTOWN,M,25,N,0,18-25,50.81
MEM266,January,PM,Mandeep,385614,Brooks,Ghost,Aqua/Black/White,W,99.99,Memphis,F,40,Y,0.42,36-45,85.66
MEM267,January,PM,Mandeep,384551,Nike,Air Jordan 2,Black,M,174.99,MEMPHIS,M,34,Y,0.31,26-35,40.47
MEM268,January,PM,Karen,200190,Nike,Nike Air Force 1,Black,W,59.95,MEMPHIS,F,42,N,0,36-45,23.65
MEM269,January,PM,Mandeep,200140,Nike,Nike Zoom Pegagus,Multi,W,99.99,MEMPHIS,F,26,Y,0.48,26-35,111.68
MEM270,January,PM,Kevin,200218,Nike,Air Jordan,Purple/Aqua,M,159.99,MEMPHIS,M,28,N,0,26-35,77.81
MEM271,January,PM,Karen,409519,Nike,Air Jordan 2,White,W,174.99,MEMPHIS,F,15,Y,0.49,18-25,41.81
MEM272,January,PM,Gary,382132,ASICS,GEL-Havoc? 2,Black/Orange,M,75.99,MEMPHIS,M,56,N,0,Over 55,63.96
GER273,January,PM,Ashley,392590,Nike,Air Jordan 2,Grey/Pink,W,174.99,GERMANTOWN,F,23,N,0,18-25,99.44
COR274,January,PM,Kevin,200245,Nike,Air Jordan 2,Black/White,M,174.99,CORDOVA,M,32,Y,0.4,26-35,181.2
COL275,January,PM,Mandeep,200127,Nike,Nike Zoom Pegagus,Orange,W,99.99,COLLIERVILLE,F,19,Y,0.41,18-25,57.45
COL276,January,PM,Karen,385495,Brooks,Glycerin,Grey/Aqua,W,119.99,COLLIERVILLE,F,50,Y,0.27,45-55,90.79
COL277,January,PM,Mandeep,200288,Nike,Nike Zoom Pegagus,White,W,99.99,COLLIERVILLE,F,46,Y,0.23,45-55,24.81
GER278,January,PM,Gary,200277,Nike,Nike Zoom Speed Trainer,Black,M,90,GERMANTOWN,M,45,N,0,36-45,46.39
MEM279,January,PM,Mandeep,409275,Nike,Nike Flyknit Lunar,Black,M,109.99,MEMPHIS,M,22,Y,0.31,18-25,54.2
COL280,January,PM,Cindy,200194,Nike,Nike Zoom Pegagus,Orange/Black,W,99.99,COLLIERVILLE,F,30,Y,0.35,26-35,111.41
MEM281,January,PM,Kevin,200268,Nike,Air Jordan 2,Black/White,M,174.99,MEMPHIS,M,32,Y,0.46,26-35,79.6
COL282,January,PM,Cindy,200135,Nike,Nike Zoom Pegagus,Orange/Red,W,99.99,COLLIERVILLE,F,30,Y,0.42,26-35,77.59
MEM283,January,PM,Mandeep,200247,Nike,Air Jordan 2,Green/Pink,M,174.99,MEMPHIS,M,38,Y,0.32,36-45,134.94
MEM284,January,PM,Karen,200193,Nike,Nike Shox NZ,Black,W,155,MEMPHIS,F,21,N,0,18-25,85.73
COL285,January,PM,Ashley,200145,Nike,Nike Zoom Pegagus,White,W,99.99,COLLIERVILLE,F,18,Y,0.17,18-25,65.79
MEM286,January,AM,Bob,364565,ASICS,GEL-Foundation? 8,Multi,W,93.99,MEMPHIS,F,23,N,0,18-25,91.12
GER287,January,PM,Kevin,200229,Nike,Nike Free 5.0,Red,M,140,GERMANTOWN,M,25,N,0,18-25,50.09
MEM288,January,PM,Gary,382136,ASICS,GEL-Zaraca?,Black/Orange,M,67.99,MEMPHIS,M,62,N,0,Over 55,75.76
COL289,January,AM,Cindy,200209,Nike,Nike Zoom Pegagus,White,W,99.99,COLLIERVILLE,F,30,Y,0.27,26-35,76.7
COL290,January,AM,Cindy,200124,Nike,Nike Zoom Pegagus,Pink,W,99.99,COLLIERVILLE,F,51,Y,0.41,45-55,82.38
COR291,January,AM,Gary,200282,Nike,Air Jordan 2,Black/White,M,174.99,CORDOVA,M,52,Y,0.35,45-55,168.08
COL292,January,AM,Bob,200134,Nike,Nike Roshe One,White,W,95,COLLIERVILLE,F,42,Y,0.15,36-45,38.5
MEM293,January,PM,Mandeep,200300,Nike,Air Jordan 2,Green/White,M,174.99,MEMPHIS,M,19,Y,0.49,18-25,106.07
GER294,January,PM,Mandeep,409532,Nike,Air Jordan 2,Black/White,M,179.97,GERMANTOWN,M,46,Y,0.39,45-55,199.61
MEM295,January,PM,Gary,200298,Nike,Air Jordan,Black,M,159.99,MEMPHIS,M,18,N,0,18-25,63.23
MEM296,January,PM,Cindy,200138,Nike,Nike Zoom Fit,Pink,W,69.97,MEMPHIS,F,14,Y,0.28,18-25,16.67
MEM297,January,PM,Mandeep,409256,Brooks,Ghost,White/Black,W,99.99,MEMPHIS,F,55,Y,0.39,45-55,45.47
MEM298,January,PM,Karen,200196,Nike,Nike Zoom Fit Agility,Black,W,69.97,MEMPHIS,F,14,N,0,18-25,25.06
COL299,January,PM,Bob,200142,Saucony,Saucony Triumph,White,W,88.89,COLLIERVILLE,F,24,Y,0.38,18-25,88.35
MEM300,January,AM,Bob,407801,ASICS,GEL-DS Trainer? 20,Pink,W,119.95,MEMPHIS,F,53,N,0,45-55,37.48
MEM301,January,PM,Kevin,200231,Nike,Air Jordan,Red,M,159.99,MEMPHIS,M,39,N,0,36-45,110.53
MEM302,January,PM,Gary,327505,ASICS,GEL-Excel33?,Black/Red,M,79.99,MEMPHIS,M,24,N,0,18-25,16.62
MEM303,January,AM,Derrick,200143,Saucony,Saucony Triumph,White,W,88.89,MEMPHIS,F,34,N,0,26-35,34.09
COL304,January,PM,Derrick,200154,Saucony,Saucony Triumph,White,W,88.89,COLLIERVILLE,F,42,N,0,36-45,64.56
COR305,January,PM,Derrick,200154,Saucony,Saucony Triumph,White,W,88.89,CORDOVA,F,42,N,0,36-45,37.3
MEM306,January,PM,Cindy,200174,Saucony,Saucony Triumph,Pink,W,88.89,MEMPHIS,F,52,N,0,45-55,35.92
GER307,January,PM,Gary,200301,Nike,Air Jordan,Black,M,159.99,GERMANTOWN,M,22,N,0,18-25,146.31
MEM308,January,PM,Mandeep,325199,Nike,Nike Flyknit Lunar,Black/White,M,109.99,MEMPHIS,M,59,N,0,Over 55,94.1
MEM309,January,PM,Mandeep,385498,Nike,LeBron Xiii,Blue/Red,M,100,MEMPHIS,M,28,N,0,26-35,99.85
MEM310,January,PM,Karen,200200,Nike,Nike Zoom Fit Agility,Black,W,69.97,MEMPHIS,F,67,N,0,Over 55,22.06
MEM311,January,AM,Derrick,363943,ASICS,GEL-Fuji Racer? 3,Pink,W,79.97,MEMPHIS,F,26,N,0,26-35,78.25
MEM312,January,PM,Kevin,200237,Nike,Air Jordan,Red,M,159.99,MEMPHIS,M,39,N,0,36-45,84.94
MEM313,January,PM,Gary,363819,ASICS,GEL-Speedstar?,Black/Red/Aqua,M,79.99,MEMPHIS,M,18,N,0,18-25,65.67
MEM314,January,AM,Karen,385038,New Balance,W870v3,Aqua/Black,W,90.99,MEMPHIS,F,44,N,0,36-45,46.21
MEM315,January,AM,Cindy,200234,Nike,Nike Air Zoom Elite 7,Grey/Aqua,M,110,MEMPHIS,M,31,N,0,26-35,32.73
GER316,January,PM,Gary,200241,Nike,Nike Lunar Eclipse,Blue,M,135,GERMANTOWN,M,46,N,0,45-55,104.01
COL317,January,PM,Karen,410777,New Balance,W1500,Aqua/Yellow,W,116.97,COLLIERVILLE,F,28,N,0,26-35,63.3
MEM318,January,PM,Gary,200303,Nike,Air Jordan,Black,M,159.99,MEMPHIS,M,43,N,0,36-45,74.66
MEM319,January,PM,Mandeep,409513,Nike,Nike Air Zoom Streak 5,White/Grey,M,100,MEMPHIS,M,27,N,0,26-35,74.89
COL320,January,PM,Karen,200151,Saucony,Saucony Triumph,Pink/Grey,W,88.89,COLLIERVILLE,F,15,N,0,18-25,28.25
MEM321,January,PM,Mandeep,364818,Nike,Nike Flyknit Air Max,Blue/Yellow,M,99.97,MEMPHIS,M,54,N,0,45-55,85.47
MEM322,January,PM,Karen,385047,New Balance,W890v4,Aqua/Yellow,W,84.97,MEMPHIS,F,50,N,0,45-55,58.63
GER323,January,PM,Cindy,200293,Nike,LeBron Xiii,Grey/Aqua,M,200,GERMANTOWN,M,25,N,0,18-25,186.09
MEM324,January,PM,Karen,200178,Nike,Nike Zoom Fit Agility,Black/Blue,W,69.97,MEMPHIS,F,59,N,0,Over 55,62.14
MEM325,January,AM,Derrick,363962,ASICS,GEL-Storm?,Pink,W,64.99,MEMPHIS,F,16,N,0,18-25,56.4
BAR326,January,PM,Kevin,200291,Nike,Air Jordan 2,Red,M,174.99,BARTLETT,M,38,N,0,36-45,140.9
BAR327,January,PM,Gary,363764,ASICS,GEL-Contend? 2,Black/White,M,59.95,BARTLETT,M,14,N,0,18-25,65.09
GER328,January,PM,Gary,200280,Nike,Nike Free 4.0 Flyknit,Blue,M,109.99,GERMANTOWN,M,13,N,0,18-25,85.55
MEM329,January,PM,Karen,200206,Saucony,Saucony Triumph,Pink/Yellow,W,88.89,MEMPHIS,F,32,N,0,26-35,101.03
GER330,January,PM,Gary,200299,Nike,Air Jordan 2,Black/Red,M,174.99,GERMANTOWN,M,27,N,0,26-35,110.89
MEM331,January,PM,Mandeep,409389,Nike,Nike Flyknit Air Max,Grey,M,99.97,MEMPHIS,M,54,N,0,45-55,93.9
COL332,January,PM,Karen,410747,New Balance,W1080v5,Blue/Pink/Lime,W,144.95,COLLIERVILLE,F,24,N,0,18-25,165.5
MEM333,January,PM,Cindy,200216,Nike,Air Jordan 2,Grey/Blue,M,125,MEMPHIS,M,13,N,0,18-25,140.88
MEM334,January,PM,Karen,200183,Nike,Nike Zoom Fit Agility,Black/Blue,W,69.97,MEMPHIS,F,29,N,0,26-35,36.48
BAR335,January,AM,Kevin,200238,Nike,Air Jordan 2,Blue/Green,M,174.99,BARTLETT,M,22,N,0,18-25,199.45
BAR336,January,AM,Derrick,382113,ASICS,GEL-Exalt? 2 Lite-Show,Pink/Blue,W,79.99,BARTLETT,F,15,N,0,18-25,40.94
GER337,January,PM,Gary,374619,ASICS,GEL-Cumulus? 16?,Black/White,M,89.97,GERMANTOWN,M,46,N,0,45-55,48.35
MEM338,January,PM,Karen,200132,Saucony,Saucony PowerGrid Omni,Purple,W,109.97,MEMPHIS,F,21,N,0,18-25,102.05
MEM339,January,PM,Mandeep,409205,Brooks,Ghost,Grey/Aqua,W,99.99,MEMPHIS,F,21,N,0,18-25,65.74
MEM340,January,PM,Karen,436912,New Balance,W470v4,Blue/Pink/Lime,W,74.99,MEMPHIS,F,27,N,0,26-35,55.78
GER341,January,PM,Cindy,200271,Nike,Nike LunarGlide,Grey/Blue,M,120,GERMANTOWN,M,30,N,0,26-35,118.54
MEM342,January,PM,Gary,200212,Nike,Air Jordan 2,Black/Red,M,174.99,MEMPHIS,M,27,N,0,26-35,43.11
MEM343,January,PM,Cindy,398964,New Balance,M1540v2,Black/White,M,159.95,MEMPHIS,M,20,N,0,18-25,161.09
GER344,January,PM,Karen,200122,Nike,Nike Zoom Fit Agility,Green/Blue,W,69.97,GERMANTOWN,F,71,N,0,Over 55,62.62
MEM345,January,AM,Kevin,200215,Nike,Air Jordan 2,Blue/Grey,M,174.99,MEMPHIS,M,33,N,0,26-35,38.96
BAR346,January,AM,Derrick,407787,ASICS,33-DFA?,Pink/Grey,W,89.95,BARTLETT,F,17,N,0,18-25,80.57
BAR347,January,PM,Gary,407806,ASICS,GEL-Hyper Tri?,Black/White,M,99.95,BARTLETT,M,41,N,0,36-45,41.12
MEM348,January,PM,Karen,358315,New Balance,W1400v2,White/Black,W,88.99,MEMPHIS,F,33,N,0,26-35,64.6
MEM349,January,PM,Bob,200275,Nike,Nike Zoom Speed Trainer,Grey/Blue,M,90,MEMPHIS,M,12,N,0,18-25,35.26
GER350,January,PM,Cindy,385040,New Balance,M870v3,Black/White,M,99.99,GERMANTOWN,M,31,N,0,26-35,60.18
MEM351,January,PM,Gary,200278,Nike,Air Jordan 2,Black/Red,M,174.99,MEMPHIS,M,15,N,0,18-25,94.1
MEM352,January,PM,Karen,200208,Nike,Nike Zoom Fit Agility,Black/Grey/Orange,W,69.97,MEMPHIS,F,57,N,0,Over 55,57.1
GER353,February,AM,Gary,200219,Nike,Nike Zoom Fit Agility,Orange,W,69.97,GERMANTOWN,F,48,N,0,45-55,60.83
MEM354,February,PM,Derrick,382135,ASICS,GEL-Havoc? 2,Purple,W,75.99,MEMPHIS,F,56,N,0,Over 55,42.75
MEM355,February,PM,Gary,382182,ASICS,GEL-Kahana? 7,Black/White,M,72.99,MEMPHIS,M,59,N,0,Over 55,69.18
MEM356,February,PM,Karen,200158,Nike,Nike Zoom Fit Agility,Blue/Pink/Lime,W,69.97,MEMPHIS,F,26,N,0,26-35,29.39
BAR357,February,PM,Bob,200283,Nike,LeBron Xiii,Black/Red,M,200,BARTLETT,M,16,N,0,18-25,60.21
BAR358,February,AM,Derrick,382123,ASICS,GEL-Exalt? 2 Lite-Show,Purple/Pink,W,79.99,BARTLETT,F,52,N,0,45-55,42.29
GER359,February,AM,Gary,200244,Nike,Nike Zoom Fit Agility,Orange,W,69.97,GERMANTOWN,F,36,N,0,36-45,77.55
GER360,February,PM,Alfonso,304351,ASICS,GEL-Contend?,Blue,M,54.97,GERMANTOWN,M,22,N,0,18-25,24.2
MEM361,February,PM,Karen,200204,Nike,Nike Zoom Fit Agility,Blue/Pink/Lime,W,69.97,MEMPHIS,F,12,N,0,18-25,44.77
GER362,February,PM,Bob,200296,Nike,Air Jordan 2,Black/Red,M,174.99,GERMANTOWN,M,40,N,0,36-45,146.74
BAR363,February,AM,Bob,407778,ASICS,33-M?,Purple/Pink,W,139.95,BARTLETT,F,27,N,0,26-35,110.83
MEM364,February,AM,Alfonso,200273,Nike,Air Jordan 2,Orange,M,174.99,MEMPHIS,M,26,N,0,26-35,112.71
GER365,February,AM,Alfonso,200273,Nike,Nike Zoom Fit Agility,Orange,W,69.97,GERMANTOWN,F,24,N,0,18-25,31.21
MEM366,February,AM,Alfonso,200273,Nike,LeBron Xiii,Black/Red,M,174.99,MEMPHIS,M,25,N,0,18-25,171
GER367,February,AM,Alfonso,200273,Nike,Air Jordan 2,Orange,M,174.99,GERMANTOWN,M,25,N,0,18-25,82.27
GER368,February,PM,Alfonso,407809,ASICS,GEL-Hyper Speed? 6,Blue,M,84.95,GERMANTOWN,M,50,N,0,45-55,44.68
MEM369,February,PM,Karen,200121,Nike,Air Jordan 2,Black/Red/Aqua,W,130,MEMPHIS,F,12,N,0,18-25,96.14
MEM370,February,PM,Bob,200213,Nike,LeBron Xiii,Black/Grey,M,200,MEMPHIS,M,19,N,0,18-25,198.33
MEM371,February,AM,Bob,407669,ASICS,GEL-Nimbus? 17,Purple/Pink,W,149.95,MEMPHIS,F,23,N,0,18-25,37.22
MEM372,February,PM,Alfonso,200261,Nike,Free 4.0 Flyknit,Orange/Aqua,M,94.97,MEMPHIS,M,43,N,0,36-45,100.27
GER373,February,PM,Alfonso,200261,Nike,Free 4.0 Flyknit,Orange/Aqua,M,94.97,GERMANTOWN,M,43,N,0,36-45,47.08
MEM374,February,PM,Alfonso,200261,Nike,Free 4.0 Flyknit,Orange/Aqua,M,94.97,MEMPHIS,M,43,N,0,36-45,91.11
GER375,February,PM,Alfonso,200261,Nike,Free 4.0 Flyknit,Orange/Aqua,M,94.97,GERMANTOWN,M,21,N,0,18-25,93.47
GER376,February,PM,Alfonso,382121,ASICS,GEL-Exalt 2?,Blue/White,M,79.99,GERMANTOWN,M,52,N,0,45-55,67.91
MEM377,February,PM,Karen,200129,Nike,Nike LunarGlide,White/Black,W,110,MEMPHIS,F,23,N,0,18-25,109.06
MEM378,February,PM,Bob,200252,Nike,Nike LunarGlide,Black/Grey,M,120,MEMPHIS,M,13,N,0,18-25,36.06
GER379,February,AM,Bob,407803,ASICS,GEL-DS Racer? 10,Red/Blue,W,109.95,GERMANTOWN,F,34,N,0,26-35,72.15
GER380,February,PM,Alfonso,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,W,100,GERMANTOWN,F,36,N,0,36-45,76.19
GER381,February,PM,Alfonso,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,W,100,GERMANTOWN,F,36,N,0,36-45,71.74
GER382,February,PM,Alfonso,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,W,100,GERMANTOWN,F,36,N,0,36-45,48.11
GER383,February,PM,Alfonso,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,M,100,GERMANTOWN,M,36,N,0,36-45,53.07
MEM384,February,PM,Bob,407694,ASICS,GEL-Sonoma?,Blue/White,M,74.95,MEMPHIS,M,58,N,0,Over 55,43.27
MEM385,February,PM,Karen,200157,Nike,Nike AF-1 Ultra Force Mid,White/Black,W,74.97,MEMPHIS,F,62,N,0,Over 55,17.94
MEM386,February,PM,Bob,200276,Nike,Nike Zoom Field General,Black/Grey,M,104.97,MEMPHIS,M,35,N,0,26-35,37.27
MEM387,February,AM,Ashley,363961,ASICS,GEL-Speedstar?,Red/Blue,W,79.99,MEMPHIS,F,22,N,0,18-25,20.22
BAR388,February,PM,Alfonso,200260,Nike,Free 4.0 Flyknit,Orange/Black,M,94.97,BARTLETT,M,17,N,0,18-25,39.86
MEM389,February,PM,Alfonso,200260,Nike,Free 4.0 Flyknit,Orange/Black,M,94.97,MEMPHIS,M,17,N,0,18-25,92.87
BAR390,February,PM,Bob,363716,ASICS,GEL-Electro33?,Green/Black,M,84.97,BARTLETT,M,50,N,0,45-55,23.81
MEM391,February,PM,Karen,200161,Nike,Nike Lunar Eclipse,White/Black,W,135,MEMPHIS,F,27,N,0,26-35,97.41
BAR392,February,PM,Ashley,200209,Nike,Nike Dunk Sky Hi Premium,White,W,89.97,BARTLETT,F,16,N,0,18-25,54.84
MEM393,February,PM,Ashley,200209,Nike,Nike Dunk Sky Hi Premium,White,W,89.97,MEMPHIS,F,16,N,0,18-25,81.24
BAR394,February,PM,Karen,445173,Reebok,Smoothflex Flyer,White,W,69.95,BARTLETT,F,61,N,0,Over 55,51.69
MEM395,February,PM,Bob,200285,Nike,Nike Shox,Black/Grey,M,99.97,MEMPHIS,M,13,N,0,18-25,110.81
GER396,February,PM,Ashley,200128,Nike,Nike Dunk Ultra Modern,White/Grey,W,110,GERMANTOWN,F,30,N,0,26-35,71.15
GER397,February,PM,Ashley,200128,Nike,Nike Dunk Ultra Modern,White/Grey,W,110,GERMANTOWN,F,30,N,0,26-35,85.54
GER398,February,PM,Karen,385614,Saucony,Ignition,Aqua/Black/White,W,46.97,GERMANTOWN,F,66,N,0,Over 55,25.13
GER399,February,PM,Ashley,200165,Nike,Kobe X iD,Yellow/Black,W,155,GERMANTOWN,F,37,N,0,36-45,141.6
BAR400,February,PM,Karen,364815,Saucony,Saucony Triumph,White/Black,W,88.89,BARTLETT,F,64,N,0,Over 55,54.59
MEM401,February,AM,Ashley,363932,ASICS,GEL-Contend? 2,White,W,59.95,MEMPHIS,F,17,N,0,18-25,47.2
MEM402,February,PM,Alfonso,200274,Nike,Free 4.0 Flyknit,Orange/Yellow/Black,M,84.97,MEMPHIS,M,48,N,0,45-55,74.31
GER403,February,PM,Alfonso,200274,Nike,Free 4.0 Flyknit,Orange/Yellow/Black,M,84.97,GERMANTOWN,M,14,N,0,18-25,24
